index,utterance,reaction
parrot,手下ズキズキする,手足の痺れですね？
parrot,手下ジンジンする,手足の痺れですね？
parrot,手下痺れる,手足の痺れですね？
parrot,手下痺れ,手足の痺れですね？
parrot,手下動かない,手足の痺れですね？
parrot,手下腫れて,手足の痺れですね？
parrot,手下締め付けられる,手足の痺れですね？
parrot,手下痛み,手足の痺れですね？
parrot,手下痺れ,手足の痺れですね？
parrot,手下腫れ,手足の痺れですね？
parrot,手下締め付け,手足の痺れですね？
parrot,手下違和感,手足の痺れですね？
parrot,右手全体痛い,手足の痺れですね？
parrot,右手全体痛み,手足の痺れですね？
parrot,右手全体痛む,手足の痺れですね？
parrot,右手全体ズキズキする,手足の痺れですね？
parrot,右手全体ジンジンする,手足の痺れですね？
parrot,右手全体痺れる,手足の痺れですね？
parrot,右手全体痺れ,手足の痺れですね？
parrot,右手全体動かない,手足の痺れですね？
parrot,右手全体腫れて,手足の痺れですね？
parrot,右手全体締め付けられる,手足の痺れですね？
parrot,右手全体痛み,手足の痺れですね？
parrot,右手全体痺れ,手足の痺れですね？
parrot,右手全体腫れ,手足の痺れですね？
parrot,右手全体締め付け,手足の痺れですね？
parrot,右手全体違和感,手足の痺れですね？
parrot,右手右痛い,手足の痺れですね？
parrot,右手右痛み,手足の痺れですね？
parrot,右手右痛む,手足の痺れですね？
parrot,右手右ズキズキする,手足の痺れですね？
parrot,右手右ジンジンする,手足の痺れですね？
parrot,右手右痺れる,手足の痺れですね？
parrot,右手右痺れ,手足の痺れですね？
parrot,右手右動かない,手足の痺れですね？
parrot,右手右腫れて,手足の痺れですね？
parrot,右手右締め付けられる,手足の痺れですね？
parrot,右手右痛み,手足の痺れですね？
parrot,右手右痺れ,手足の痺れですね？
parrot,右手右腫れ,手足の痺れですね？
parrot,右手右締め付け,手足の痺れですね？
parrot,右手右違和感,手足の痺れですね？
parrot,右手左痛い,手足の痺れですね？
parrot,右手左痛み,手足の痺れですね？
parrot,右手左痛む,手足の痺れですね？
parrot,右手左ズキズキする,手足の痺れですね？
parrot,右手左ジンジンする,手足の痺れですね？
parrot,右手左痺れる,手足の痺れですね？
parrot,右手左痺れ,手足の痺れですね？
parrot,右手左動かない,手足の痺れですね？
parrot,右手左腫れて,手足の痺れですね？
parrot,右手左締め付けられる,手足の痺れですね？
parrot,右手左痛み,手足の痺れですね？
parrot,右手左痺れ,手足の痺れですね？
parrot,右手左腫れ,手足の痺れですね？
parrot,右手左締め付け,手足の痺れですね？
parrot,右手左違和感,手足の痺れですね？
parrot,右手上痛い,手足の痺れですね？
parrot,右手上痛み,手足の痺れですね？
parrot,右手上痛む,手足の痺れですね？
parrot,右手上ズキズキする,手足の痺れですね？
parrot,右手上ジンジンする,手足の痺れですね？
parrot,右手上痺れる,手足の痺れですね？
parrot,右手上痺れ,手足の痺れですね？
parrot,右手上動かない,手足の痺れですね？
parrot,右手上腫れて,手足の痺れですね？
parrot,右手上締め付けられる,手足の痺れですね？
parrot,右手上痛み,手足の痺れですね？
parrot,右手上痺れ,手足の痺れですね？
parrot,右手上腫れ,手足の痺れですね？
parrot,右手上締め付け,手足の痺れですね？
parrot,右手上違和感,手足の痺れですね？
parrot,右手下痛い,手足の痺れですね？
parrot,右手下痛み,手足の痺れですね？
parrot,右手下痛む,手足の痺れですね？
parrot,右手下ズキズキする,手足の痺れですね？
parrot,右手下ジンジンする,手足の痺れですね？
parrot,右手下痺れる,手足の痺れですね？
parrot,右手下痺れ,手足の痺れですね？
parrot,右手下動かない,手足の痺れですね？
parrot,右手下腫れて,手足の痺れですね？
parrot,右手下締め付けられる,手足の痺れですね？
parrot,右手下痛み,手足の痺れですね？
parrot,右手下痺れ,手足の痺れですね？
parrot,右手下腫れ,手足の痺れですね？
parrot,右手下締め付け,手足の痺れですね？
parrot,右手下違和感,手足の痺れですね？
parrot,左手全体痛い,手足の痺れですね？
parrot,左手全体痛み,手足の痺れですね？
parrot,左手全体痛む,手足の痺れですね？
parrot,左手全体ズキズキする,手足の痺れですね？
parrot,左手全体ジンジンする,手足の痺れですね？
parrot,左手全体痺れる,手足の痺れですね？
parrot,左手全体痺れ,手足の痺れですね？
parrot,左手全体動かない,手足の痺れですね？
parrot,左手全体腫れて,手足の痺れですね？
parrot,左手全体締め付けられる,手足の痺れですね？
parrot,左手全体痛み,手足の痺れですね？
parrot,左手全体痺れ,手足の痺れですね？
parrot,左手全体腫れ,手足の痺れですね？
parrot,左手全体締め付け,手足の痺れですね？
parrot,左手全体違和感,手足の痺れですね？
parrot,左手右痛い,手足の痺れですね？
parrot,左手右痛み,手足の痺れですね？
parrot,左手右痛む,手足の痺れですね？
parrot,左手右ズキズキする,手足の痺れですね？
parrot,左手右ジンジンする,手足の痺れですね？
parrot,左手右痺れる,手足の痺れですね？
parrot,左手右痺れ,手足の痺れですね？
parrot,左手右動かない,手足の痺れですね？
parrot,左手右腫れて,手足の痺れですね？
parrot,左手右締め付けられる,手足の痺れですね？
parrot,左手右痛み,手足の痺れですね？
parrot,左手右痺れ,手足の痺れですね？
parrot,左手右腫れ,手足の痺れですね？
parrot,左手右締め付け,手足の痺れですね？
parrot,左手右違和感,手足の痺れですね？
parrot,左手左痛い,手足の痺れですね？
parrot,左手左痛み,手足の痺れですね？
parrot,左手左痛む,手足の痺れですね？
parrot,左手左ズキズキする,手足の痺れですね？
parrot,左手左ジンジンする,手足の痺れですね？
parrot,左手左痺れる,手足の痺れですね？
parrot,左手左痺れ,手足の痺れですね？
parrot,左手左動かない,手足の痺れですね？
parrot,左手左腫れて,手足の痺れですね？
parrot,左手左締め付けられる,手足の痺れですね？
parrot,左手左痛み,手足の痺れですね？
parrot,左手左痺れ,手足の痺れですね？
parrot,左手左腫れ,手足の痺れですね？
parrot,左手左締め付け,手足の痺れですね？
parrot,左手左違和感,手足の痺れですね？
parrot,左手上痛い,手足の痺れですね？
parrot,左手上痛み,手足の痺れですね？
parrot,左手上痛む,手足の痺れですね？
parrot,左手上ズキズキする,手足の痺れですね？
parrot,左手上ジンジンする,手足の痺れですね？
parrot,左手上痺れる,手足の痺れですね？
parrot,左手上痺れ,手足の痺れですね？
parrot,左手上動かない,手足の痺れですね？
parrot,左手上腫れて,手足の痺れですね？
parrot,左手上締め付けられる,手足の痺れですね？
parrot,左手上痛み,手足の痺れですね？
parrot,左手上痺れ,手足の痺れですね？
parrot,左手上腫れ,手足の痺れですね？
parrot,左手上締め付け,手足の痺れですね？
parrot,左手上違和感,手足の痺れですね？
parrot,左手下痛い,手足の痺れですね？
parrot,左手下痛み,手足の痺れですね？
parrot,左手下痛む,手足の痺れですね？
parrot,左手下ズキズキする,手足の痺れですね？
parrot,左手下ジンジンする,手足の痺れですね？
parrot,左手下痺れる,手足の痺れですね？
parrot,左手下痺れ,手足の痺れですね？
parrot,左手下動かない,手足の痺れですね？
parrot,左手下腫れて,手足の痺れですね？
parrot,左手下締め付けられる,手足の痺れですね？
parrot,左手下痛み,手足の痺れですね？
parrot,左手下痺れ,手足の痺れですね？
parrot,左手下腫れ,手足の痺れですね？
parrot,左手下締め付け,手足の痺れですね？
parrot,左手下違和感,手足の痺れですね？
parrot,両手全体痛い,手足の痺れですね？
parrot,両手全体痛み,手足の痺れですね？
parrot,両手全体痛む,手足の痺れですね？
parrot,両手全体ズキズキする,手足の痺れですね？
parrot,両手全体ジンジンする,手足の痺れですね？
parrot,両手全体痺れる,手足の痺れですね？
parrot,両手全体痺れ,手足の痺れですね？
parrot,両手全体動かない,手足の痺れですね？
parrot,両手全体腫れて,手足の痺れですね？
parrot,両手全体締め付けられる,手足の痺れですね？
parrot,両手全体痛み,手足の痺れですね？
parrot,両手全体痺れ,手足の痺れですね？
parrot,両手全体腫れ,手足の痺れですね？
parrot,両手全体締め付け,手足の痺れですね？
parrot,両手全体違和感,手足の痺れですね？
parrot,両手右痛い,手足の痺れですね？
parrot,両手右痛み,手足の痺れですね？
parrot,両手右痛む,手足の痺れですね？
parrot,両手右ズキズキする,手足の痺れですね？
parrot,両手右ジンジンする,手足の痺れですね？
parrot,両手右痺れる,手足の痺れですね？
parrot,両手右痺れ,手足の痺れですね？
parrot,両手右動かない,手足の痺れですね？
parrot,両手右腫れて,手足の痺れですね？
parrot,両手右締め付けられる,手足の痺れですね？
parrot,両手右痛み,手足の痺れですね？
parrot,両手右痺れ,手足の痺れですね？
parrot,両手右腫れ,手足の痺れですね？
parrot,両手右締め付け,手足の痺れですね？
parrot,両手右違和感,手足の痺れですね？
parrot,両手左痛い,手足の痺れですね？
parrot,両手左痛み,手足の痺れですね？
parrot,両手左痛む,手足の痺れですね？
parrot,両手左ズキズキする,手足の痺れですね？
parrot,両手左ジンジンする,手足の痺れですね？
parrot,両手左痺れる,手足の痺れですね？
parrot,両手左痺れ,手足の痺れですね？
parrot,両手左動かない,手足の痺れですね？
parrot,両手左腫れて,手足の痺れですね？
parrot,両手左締め付けられる,手足の痺れですね？
parrot,両手左痛み,手足の痺れですね？
parrot,両手左痺れ,手足の痺れですね？
parrot,両手左腫れ,手足の痺れですね？
parrot,両手左締め付け,手足の痺れですね？
parrot,両手左違和感,手足の痺れですね？
parrot,両手上痛い,手足の痺れですね？
parrot,両手上痛み,手足の痺れですね？
parrot,両手上痛む,手足の痺れですね？
parrot,両手上ズキズキする,手足の痺れですね？
parrot,両手上ジンジンする,手足の痺れですね？
parrot,両手上痺れる,手足の痺れですね？
parrot,両手上痺れ,手足の痺れですね？
parrot,両手上動かない,手足の痺れですね？
parrot,両手上腫れて,手足の痺れですね？
parrot,両手上締め付けられる,手足の痺れですね？
parrot,両手上痛み,手足の痺れですね？
parrot,両手上痺れ,手足の痺れですね？
parrot,両手上腫れ,手足の痺れですね？
parrot,両手上締め付け,手足の痺れですね？
parrot,両手上違和感,手足の痺れですね？
parrot,両手下痛い,手足の痺れですね？
parrot,両手下痛み,手足の痺れですね？
parrot,両手下痛む,手足の痺れですね？
parrot,両手下ズキズキする,手足の痺れですね？
parrot,両手下ジンジンする,手足の痺れですね？
parrot,両手下痺れる,手足の痺れですね？
parrot,両手下痺れ,手足の痺れですね？
parrot,両手下動かない,手足の痺れですね？
parrot,両手下腫れて,手足の痺れですね？
parrot,両手下締め付けられる,手足の痺れですね？
parrot,両手下痛み,手足の痺れですね？
parrot,両手下痺れ,手足の痺れですね？
parrot,両手下腫れ,手足の痺れですね？
parrot,両手下締め付け,手足の痺れですね？
parrot,両手下違和感,手足の痺れですね？
parrot,足全体痛い,手足の痺れですね？
parrot,足全体痛み,手足の痺れですね？
parrot,足全体痛む,手足の痺れですね？
parrot,足全体ズキズキする,手足の痺れですね？
parrot,足全体ジンジンする,手足の痺れですね？
parrot,足全体痺れる,手足の痺れですね？
parrot,足全体痺れ,手足の痺れですね？
parrot,足全体動かない,手足の痺れですね？
parrot,足全体腫れて,手足の痺れですね？
parrot,足全体締め付けられる,手足の痺れですね？
parrot,足全体痛み,手足の痺れですね？
parrot,足全体痺れ,手足の痺れですね？
parrot,足全体腫れ,手足の痺れですね？
parrot,足全体締め付け,手足の痺れですね？
parrot,足全体違和感,手足の痺れですね？
parrot,足右痛い,手足の痺れですね？
parrot,足右痛み,手足の痺れですね？
parrot,足右痛む,手足の痺れですね？
parrot,足右ズキズキする,手足の痺れですね？
parrot,足右ジンジンする,手足の痺れですね？
parrot,足右痺れる,手足の痺れですね？
parrot,足右痺れ,手足の痺れですね？
parrot,足右動かない,手足の痺れですね？
parrot,足右腫れて,手足の痺れですね？
parrot,足右締め付けられる,手足の痺れですね？
parrot,足右痛み,手足の痺れですね？
parrot,足右痺れ,手足の痺れですね？
parrot,足右腫れ,手足の痺れですね？
parrot,足右締め付け,手足の痺れですね？
parrot,足右違和感,手足の痺れですね？
parrot,足左痛い,手足の痺れですね？
parrot,足左痛み,手足の痺れですね？
parrot,足左痛む,手足の痺れですね？
parrot,足左ズキズキする,手足の痺れですね？
parrot,足左ジンジンする,手足の痺れですね？
parrot,足左痺れる,手足の痺れですね？
parrot,足左痺れ,手足の痺れですね？
parrot,足左動かない,手足の痺れですね？
parrot,足左腫れて,手足の痺れですね？
parrot,足左締め付けられる,手足の痺れですね？
parrot,足左痛み,手足の痺れですね？
parrot,足左痺れ,手足の痺れですね？
parrot,足左腫れ,手足の痺れですね？
parrot,足左締め付け,手足の痺れですね？
parrot,足左違和感,手足の痺れですね？
parrot,足上痛い,手足の痺れですね？
parrot,足上痛み,手足の痺れですね？
parrot,足上痛む,手足の痺れですね？
parrot,足上ズキズキする,手足の痺れですね？
parrot,足上ジンジンする,手足の痺れですね？
parrot,足上痺れる,手足の痺れですね？
parrot,足上痺れ,手足の痺れですね？
parrot,足上動かない,手足の痺れですね？
parrot,足上腫れて,手足の痺れですね？
parrot,足上締め付けられる,手足の痺れですね？
parrot,足上痛み,手足の痺れですね？
parrot,足上痺れ,手足の痺れですね？
parrot,足上腫れ,手足の痺れですね？
parrot,足上締め付け,手足の痺れですね？
parrot,足上違和感,手足の痺れですね？
parrot,足下痛い,手足の痺れですね？
parrot,足下痛み,手足の痺れですね？
parrot,足下痛む,手足の痺れですね？
parrot,足下ズキズキする,手足の痺れですね？
parrot,足下ジンジンする,手足の痺れですね？
parrot,足下痺れる,手足の痺れですね？
parrot,足下痺れ,手足の痺れですね？
parrot,足下動かない,手足の痺れですね？
parrot,足下腫れて,手足の痺れですね？
parrot,足下締め付けられる,手足の痺れですね？
parrot,足下痛み,手足の痺れですね？
parrot,足下痺れ,手足の痺れですね？
parrot,足下腫れ,手足の痺れですね？
parrot,足下締め付け,手足の痺れですね？
parrot,足下違和感,手足の痺れですね？
parrot,右足全体痛い,手足の痺れですね？
parrot,右足全体痛み,手足の痺れですね？
parrot,右足全体痛む,手足の痺れですね？
parrot,右足全体ズキズキする,手足の痺れですね？
parrot,右足全体ジンジンする,手足の痺れですね？
parrot,右足全体痺れる,手足の痺れですね？
parrot,右足全体痺れ,手足の痺れですね？
parrot,右足全体動かない,手足の痺れですね？
parrot,右足全体腫れて,手足の痺れですね？
parrot,右足全体締め付けられる,手足の痺れですね？
parrot,右足全体痛み,手足の痺れですね？
parrot,右足全体痺れ,手足の痺れですね？
parrot,右足全体腫れ,手足の痺れですね？
parrot,右足全体締め付け,手足の痺れですね？
parrot,右足全体違和感,手足の痺れですね？
parrot,右足右痛い,手足の痺れですね？
parrot,右足右痛み,手足の痺れですね？
parrot,右足右痛む,手足の痺れですね？
parrot,右足右ズキズキする,手足の痺れですね？
parrot,右足右ジンジンする,手足の痺れですね？
parrot,右足右痺れる,手足の痺れですね？
parrot,右足右痺れ,手足の痺れですね？
parrot,右足右動かない,手足の痺れですね？
parrot,右足右腫れて,手足の痺れですね？
parrot,右足右締め付けられる,手足の痺れですね？
parrot,右足右痛み,手足の痺れですね？
parrot,右足右痺れ,手足の痺れですね？
parrot,右足右腫れ,手足の痺れですね？
parrot,右足右締め付け,手足の痺れですね？
parrot,右足右違和感,手足の痺れですね？
parrot,右足左痛い,手足の痺れですね？
parrot,右足左痛み,手足の痺れですね？
parrot,右足左痛む,手足の痺れですね？
parrot,右足左ズキズキする,手足の痺れですね？
parrot,右足左ジンジンする,手足の痺れですね？
parrot,右足左痺れる,手足の痺れですね？
parrot,右足左痺れ,手足の痺れですね？
parrot,右足左動かない,手足の痺れですね？
parrot,右足左腫れて,手足の痺れですね？
parrot,右足左締め付けられる,手足の痺れですね？
parrot,右足左痛み,手足の痺れですね？
parrot,右足左痺れ,手足の痺れですね？
parrot,右足左腫れ,手足の痺れですね？
parrot,右足左締め付け,手足の痺れですね？
parrot,右足左違和感,手足の痺れですね？
parrot,右足上痛い,手足の痺れですね？
parrot,右足上痛み,手足の痺れですね？
parrot,右足上痛む,手足の痺れですね？
parrot,右足上ズキズキする,手足の痺れですね？
parrot,右足上ジンジンする,手足の痺れですね？
parrot,右足上痺れる,手足の痺れですね？
parrot,右足上痺れ,手足の痺れですね？
parrot,右足上動かない,手足の痺れですね？
parrot,右足上腫れて,手足の痺れですね？
parrot,右足上締め付けられる,手足の痺れですね？
parrot,右足上痛み,手足の痺れですね？
parrot,右足上痺れ,手足の痺れですね？
parrot,右足上腫れ,手足の痺れですね？
parrot,右足上締め付け,手足の痺れですね？
parrot,右足上違和感,手足の痺れですね？
parrot,右足下痛い,手足の痺れですね？
parrot,右足下痛み,手足の痺れですね？
parrot,右足下痛む,手足の痺れですね？
parrot,右足下ズキズキする,手足の痺れですね？
parrot,右足下ジンジンする,手足の痺れですね？
parrot,右足下痺れる,手足の痺れですね？
parrot,右足下痺れ,手足の痺れですね？
parrot,右足下動かない,手足の痺れですね？
parrot,右足下腫れて,手足の痺れですね？
parrot,右足下締め付けられる,手足の痺れですね？
parrot,右足下痛み,手足の痺れですね？
parrot,右足下痺れ,手足の痺れですね？
parrot,右足下腫れ,手足の痺れですね？
parrot,右足下締め付け,手足の痺れですね？
parrot,右足下違和感,手足の痺れですね？
parrot,左足全体痛い,手足の痺れですね？
parrot,左足全体痛み,手足の痺れですね？
parrot,左足全体痛む,手足の痺れですね？
parrot,左足全体ズキズキする,手足の痺れですね？
parrot,左足全体ジンジンする,手足の痺れですね？
parrot,左足全体痺れる,手足の痺れですね？
parrot,左足全体痺れ,手足の痺れですね？
parrot,左足全体動かない,手足の痺れですね？
parrot,左足全体腫れて,手足の痺れですね？
parrot,左足全体締め付けられる,手足の痺れですね？
parrot,左足全体痛み,手足の痺れですね？
parrot,左足全体痺れ,手足の痺れですね？
parrot,左足全体腫れ,手足の痺れですね？
parrot,左足全体締め付け,手足の痺れですね？
parrot,左足全体違和感,手足の痺れですね？
parrot,左足右痛い,手足の痺れですね？
parrot,左足右痛み,手足の痺れですね？
parrot,左足右痛む,手足の痺れですね？
parrot,左足右ズキズキする,手足の痺れですね？
parrot,左足右ジンジンする,手足の痺れですね？
parrot,左足右痺れる,手足の痺れですね？
parrot,左足右痺れ,手足の痺れですね？
parrot,左足右動かない,手足の痺れですね？
parrot,左足右腫れて,手足の痺れですね？
parrot,左足右締め付けられる,手足の痺れですね？
parrot,左足右痛み,手足の痺れですね？
parrot,左足右痺れ,手足の痺れですね？
parrot,左足右腫れ,手足の痺れですね？
parrot,左足右締め付け,手足の痺れですね？
parrot,左足右違和感,手足の痺れですね？
parrot,左足左痛い,手足の痺れですね？
parrot,左足左痛み,手足の痺れですね？
parrot,左足左痛む,手足の痺れですね？
parrot,左足左ズキズキする,手足の痺れですね？
parrot,左足左ジンジンする,手足の痺れですね？
parrot,左足左痺れる,手足の痺れですね？
parrot,左足左痺れ,手足の痺れですね？
parrot,左足左動かない,手足の痺れですね？
parrot,左足左腫れて,手足の痺れですね？
parrot,左足左締め付けられる,手足の痺れですね？
parrot,左足左痛み,手足の痺れですね？
parrot,左足左痺れ,手足の痺れですね？
parrot,左足左腫れ,手足の痺れですね？
parrot,左足左締め付け,手足の痺れですね？
parrot,左足左違和感,手足の痺れですね？
parrot,左足上痛い,手足の痺れですね？
parrot,左足上痛み,手足の痺れですね？
parrot,左足上痛む,手足の痺れですね？
parrot,左足上ズキズキする,手足の痺れですね？
parrot,左足上ジンジンする,手足の痺れですね？
parrot,左足上痺れる,手足の痺れですね？
parrot,左足上痺れ,手足の痺れですね？
parrot,左足上動かない,手足の痺れですね？
parrot,左足上腫れて,手足の痺れですね？
parrot,左足上締め付けられる,手足の痺れですね？
parrot,左足上痛み,手足の痺れですね？
parrot,左足上痺れ,手足の痺れですね？
parrot,左足上腫れ,手足の痺れですね？
parrot,左足上締め付け,手足の痺れですね？
parrot,左足上違和感,手足の痺れですね？
parrot,左足下痛い,手足の痺れですね？
parrot,左足下痛み,手足の痺れですね？
parrot,左足下痛む,手足の痺れですね？
parrot,左足下ズキズキする,手足の痺れですね？
parrot,左足下ジンジンする,手足の痺れですね？
parrot,左足下痺れる,手足の痺れですね？
parrot,左足下痺れ,手足の痺れですね？
parrot,左足下動かない,手足の痺れですね？
parrot,左足下腫れて,手足の痺れですね？
parrot,左足下締め付けられる,手足の痺れですね？
parrot,左足下痛み,手足の痺れですね？
parrot,左足下痺れ,手足の痺れですね？
parrot,左足下腫れ,手足の痺れですね？
parrot,左足下締め付け,手足の痺れですね？
parrot,左足下違和感,手足の痺れですね？
parrot,両足全体痛い,手足の痺れですね？
parrot,両足全体痛み,手足の痺れですね？
parrot,両足全体痛む,手足の痺れですね？
parrot,両足全体ズキズキする,手足の痺れですね？
parrot,両足全体ジンジンする,手足の痺れですね？
parrot,両足全体痺れる,手足の痺れですね？
parrot,両足全体痺れ,手足の痺れですね？
parrot,両足全体動かない,手足の痺れですね？
parrot,両足全体腫れて,手足の痺れですね？
parrot,両足全体締め付けられる,手足の痺れですね？
parrot,両足全体痛み,手足の痺れですね？
parrot,両足全体痺れ,手足の痺れですね？
parrot,両足全体腫れ,手足の痺れですね？
parrot,両足全体締め付け,手足の痺れですね？
parrot,両足全体違和感,手足の痺れですね？
parrot,両足右痛い,手足の痺れですね？
parrot,両足右痛み,手足の痺れですね？
parrot,両足右痛む,手足の痺れですね？
parrot,両足右ズキズキする,手足の痺れですね？
parrot,両足右ジンジンする,手足の痺れですね？
parrot,両足右痺れる,手足の痺れですね？
parrot,両足右痺れ,手足の痺れですね？
parrot,両足右動かない,手足の痺れですね？
parrot,両足右腫れて,手足の痺れですね？
parrot,両足右締め付けられる,手足の痺れですね？
parrot,両足右痛み,手足の痺れですね？
parrot,両足右痺れ,手足の痺れですね？
parrot,両足右腫れ,手足の痺れですね？
parrot,両足右締め付け,手足の痺れですね？
parrot,両足右違和感,手足の痺れですね？
parrot,両足左痛い,手足の痺れですね？
parrot,両足左痛み,手足の痺れですね？
parrot,両足左痛む,手足の痺れですね？
parrot,両足左ズキズキする,手足の痺れですね？
parrot,両足左ジンジンする,手足の痺れですね？
parrot,両足左痺れる,手足の痺れですね？
parrot,両足左痺れ,手足の痺れですね？
parrot,両足左動かない,手足の痺れですね？
parrot,両足左腫れて,手足の痺れですね？
parrot,両足左締め付けられる,手足の痺れですね？
parrot,両足左痛み,手足の痺れですね？
parrot,両足左痺れ,手足の痺れですね？
parrot,両足左腫れ,手足の痺れですね？
parrot,両足左締め付け,手足の痺れですね？
parrot,両足左違和感,手足の痺れですね？
parrot,両足上痛い,手足の痺れですね？
parrot,両足上痛み,手足の痺れですね？
parrot,両足上痛む,手足の痺れですね？
parrot,両足上ズキズキする,手足の痺れですね？
parrot,両足上ジンジンする,手足の痺れですね？
parrot,両足上痺れる,手足の痺れですね？
parrot,両足上痺れ,手足の痺れですね？
parrot,両足上動かない,手足の痺れですね？
parrot,両足上腫れて,手足の痺れですね？
parrot,両足上締め付けられる,手足の痺れですね？
parrot,両足上痛み,手足の痺れですね？
parrot,両足上痺れ,手足の痺れですね？
parrot,両足上腫れ,手足の痺れですね？
parrot,両足上締め付け,手足の痺れですね？
parrot,両足上違和感,手足の痺れですね？
parrot,両足下痛い,手足の痺れですね？
parrot,両足下痛み,手足の痺れですね？
parrot,両足下痛む,手足の痺れですね？
parrot,両足下ズキズキする,手足の痺れですね？
parrot,両足下ジンジンする,手足の痺れですね？
parrot,両足下痺れる,手足の痺れですね？
parrot,両足下痺れ,手足の痺れですね？
parrot,両足下動かない,手足の痺れですね？
parrot,両足下腫れて,手足の痺れですね？
parrot,両足下締め付けられる,手足の痺れですね？
parrot,両足下痛み,手足の痺れですね？
parrot,両足下痺れ,手足の痺れですね？
parrot,両足下腫れ,手足の痺れですね？
parrot,両足下締め付け,手足の痺れですね？
parrot,両足下違和感,手足の痺れですね？
parrot,手足全体痛い,手足の痺れですね？
parrot,手足全体痛み,手足の痺れですね？
parrot,手足全体痛む,手足の痺れですね？
parrot,手足全体ズキズキする,手足の痺れですね？
parrot,手足全体ジンジンする,手足の痺れですね？
parrot,手足全体痺れる,手足の痺れですね？
parrot,手足全体痺れ,手足の痺れですね？
parrot,手足全体動かない,手足の痺れですね？
parrot,手足全体腫れて,手足の痺れですね？
parrot,手足全体締め付けられる,手足の痺れですね？
parrot,手足全体痛み,手足の痺れですね？
parrot,手足全体痺れ,手足の痺れですね？
parrot,手足全体腫れ,手足の痺れですね？
parrot,手足全体締め付け,手足の痺れですね？
parrot,手足全体違和感,手足の痺れですね？
parrot,手足右痛い,手足の痺れですね？
parrot,手足右痛み,手足の痺れですね？
parrot,手足右痛む,手足の痺れですね？
parrot,手足右ズキズキする,手足の痺れですね？
parrot,手足右ジンジンする,手足の痺れですね？
parrot,手足右痺れる,手足の痺れですね？
parrot,手足右痺れ,手足の痺れですね？
parrot,手足右動かない,手足の痺れですね？
parrot,手足右腫れて,手足の痺れですね？
parrot,手足右締め付けられる,手足の痺れですね？
parrot,手足右痛み,手足の痺れですね？
parrot,手足右痺れ,手足の痺れですね？
parrot,手足右腫れ,手足の痺れですね？
parrot,手足右締め付け,手足の痺れですね？
parrot,手足右違和感,手足の痺れですね？
parrot,手足左痛い,手足の痺れですね？
parrot,手足左痛み,手足の痺れですね？
parrot,手足左痛む,手足の痺れですね？
parrot,手足左ズキズキする,手足の痺れですね？
parrot,手足左ジンジンする,手足の痺れですね？
parrot,手足左痺れる,手足の痺れですね？
parrot,手足左痺れ,手足の痺れですね？
parrot,手足左動かない,手足の痺れですね？
parrot,手足左腫れて,手足の痺れですね？
parrot,手足左締め付けられる,手足の痺れですね？
parrot,手足左痛み,手足の痺れですね？
parrot,手足左痺れ,手足の痺れですね？
parrot,手足左腫れ,手足の痺れですね？
parrot,手足左締め付け,手足の痺れですね？
parrot,手足左違和感,手足の痺れですね？
parrot,手足上痛い,手足の痺れですね？
parrot,手足上痛み,手足の痺れですね？
parrot,手足上痛む,手足の痺れですね？
parrot,手足上ズキズキする,手足の痺れですね？
parrot,手足上ジンジンする,手足の痺れですね？
parrot,手足上痺れる,手足の痺れですね？
parrot,手足上痺れ,手足の痺れですね？
parrot,手足上動かない,手足の痺れですね？
parrot,手足上腫れて,手足の痺れですね？
parrot,手足上締め付けられる,手足の痺れですね？
parrot,手足上痛み,手足の痺れですね？
parrot,手足上痺れ,手足の痺れですね？
parrot,手足上腫れ,手足の痺れですね？
parrot,手足上締め付け,手足の痺れですね？
parrot,手足上違和感,手足の痺れですね？
parrot,手足下痛い,手足の痺れですね？
parrot,手足下痛み,手足の痺れですね？
parrot,手足下痛む,手足の痺れですね？
parrot,手足下ズキズキする,手足の痺れですね？
parrot,手足下ジンジンする,手足の痺れですね？
parrot,手足下痺れる,手足の痺れですね？
parrot,手足下痺れ,手足の痺れですね？
parrot,手足下動かない,手足の痺れですね？
parrot,手足下腫れて,手足の痺れですね？
parrot,手足下締め付けられる,手足の痺れですね？
parrot,手足下痛み,手足の痺れですね？
parrot,手足下痺れ,手足の痺れですね？
parrot,手足下腫れ,手足の痺れですね？
parrot,手足下締め付け,手足の痺れですね？
parrot,手足下違和感,手足の痺れですね？
parrot,腕全体痛い,手足の痺れですね？
parrot,腕全体痛み,手足の痺れですね？
parrot,腕全体痛む,手足の痺れですね？
parrot,腕全体ズキズキする,手足の痺れですね？
parrot,腕全体ジンジンする,手足の痺れですね？
parrot,腕全体痺れる,手足の痺れですね？
parrot,腕全体痺れ,手足の痺れですね？
parrot,腕全体動かない,手足の痺れですね？
parrot,腕全体腫れて,手足の痺れですね？
parrot,腕全体締め付けられる,手足の痺れですね？
parrot,腕全体痛み,手足の痺れですね？
parrot,腕全体痺れ,手足の痺れですね？
parrot,腕全体腫れ,手足の痺れですね？
parrot,腕全体締め付け,手足の痺れですね？
parrot,腕全体違和感,手足の痺れですね？
parrot,腕右痛い,手足の痺れですね？
parrot,腕右痛み,手足の痺れですね？
parrot,腕右痛む,手足の痺れですね？
parrot,腕右ズキズキする,手足の痺れですね？
parrot,腕右ジンジンする,手足の痺れですね？
parrot,腕右痺れる,手足の痺れですね？
